Natural Frequency		8.2V		8.3V		8.4V		8.5V		8.6V		8.7V		8.8V		8.9V		9.0V		9.1V		9.2V		9.3V		9.4V		9.5V		9.6V		9.7V		9.8V		9.9V		10.0V		Natural_Freq_w/Motor	
Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage
0.287	-0.180925	0.287	0.198406	0.287	-0.300021	0.287	0.0931277	0.287	0.311909	0.287	-0.430302	0.287	-0.234222	0.287	-0.846151	0.287	-0.917543	0.287	-1.30608	0.287	-0.429315	0.287	-1.17646	0.287	-0.838255	0.287	0.841261	0.287	-3.98474	0.287	-4.02521	0.287	-0.729687	0.287	-0.0756464	0.287	0.015485	0.287	-0.71225	0.287	0.0773359
0.288	0.921536	0.288	0.241833	0.288	-0.295744	0.288	0.0681241	0.288	0.238214	0.288	-0.486231	0.288	-0.309561	0.288	-0.973143	0.288	-1.02907	0.288	-1.33175	0.288	-0.596773	0.288	-1.31957	0.288	-1.08039	0.288	1.55156	0.288	-4.12259	0.288	-3.49027	0.288	-0.703038	0.288	-0.152631	0.288	-0.316799	0.288	-0.884643	0.288	0.123724
0.289	1.77264	0.289	0.243807	0.289	-0.221062	0.289	-0.0141245	0.289	0.142477	0.289	-0.577692	0.289	-0.400693	0.289	-0.97742	0.289	-1.17613	0.289	-1.33208	0.289	-0.855034	0.289	-1.55151	0.289	-1.58672	0.289	1.94339	0.289	-4.17161	0.289	-2.83459	0.289	-0.964918	0.289	-0.681983	0.289	-0.664875	0.289	-1.00209	0.289	0.166493
0.29	2.15033	0.29	0.274733	0.29	-0.214811	0.29	-0.0697246	0.29	0.0460815	0.29	-0.571441	0.29	-0.52604	0.29	-0.939585	0.29	-1.27483	0.29	-1.1735	0.29	-1.14521	0.29	-1.64725	0.29	-1.84695	0.29	2.24673	0.29	-4.31637	0.29	-1.8532	0.29	-1.19061	0.29	-0.621119	0.29	-0.646451	0.29	-0.593483	0.29	0.204657
0.291	1.95787	0.291	0.316186	0.291	-0.161843	0.291	-0.145722	0.291	-0.0345222	0.291	-0.628686	0.291	-0.562887	0.291	-0.984986	0.291	-1.2495	0.291	-1.09026	0.291	-1.23831	0.291	-1.78971	0.291	-2.12199	0.291	2.6504	0.291	-4.23215	0.291	-0.919188	0.291	-1.23732	0.291	-0.828385	0.291	-0.707315	0.291	-0.600721	0.291	0.235253
0.292	1.24889	0.292	0.290195	0.292	-0.122364	0.292	-0.205599	0.292	-0.128944	0.292	-0.605656	0.292	-0.693169	0.292	-0.823779	0.292	-1.21397	0.292	-0.844177	0.292	-1.43637	0.292	-1.74825	0.292	-2.1539	0.292	2.92676	0.292	-3.94823	0.292	0.0299607	0.292	-1.18798	0.292	-1.10145	0.292	-1.07875	0.292	-0.547753	0.292	0.258612
0.293	0.205644	0.293	0.312567	0.293	-0.0644606	0.293	-0.217443	0.293	-0.224681	0.293	-0.478993	0.293	-0.752388	0.293	-0.790551	0.293	-1.09421	0.293	-0.641846	0.293	-1.56994	0.293	-1.75549	0.293	-2.38091	0.293	3.01756	0.293	-3.47744	0.293	0.728745	0.293	-1.35149	0.293	-1.07447	0.293	-0.89879	0.293	-0.183886	0.293	0.273417
0.294	-0.892539	0.294	0.307632	0.294	0.073388	0.294	-0.208231	0.294	-0.279294	0.294	-0.52275	0.294	-0.784629	0.294	-0.713237	0.294	-1.04388	0.294	-0.473401	0.294	-1.50545	0.294	-1.64824	0.294	-2.43157	0.294	3.06329	0.294	-2.94809	0.294	1.39496	0.294	-1.25608	0.294	-0.950113	0.294	-0.800092	0.294	-0.135194	0.294	0.27868
0.295	-1.77523	0.295	0.290853	0.295	0.070098	0.295	-0.29706	0.295	-0.333907	0.295	-0.477348	0.295	-0.794499	0.295	-0.627699	0.295	-0.904383	0.295	-0.170397	0.295	-1.48111	0.295	-1.46828	0.295	-2.37795	0.295	3.1383	0.295	-2.32991	0.295	2.51716	0.295	-1.05868	0.295	-1.24522	0.295	-1.12612	0.295	-0.0144535	0.295	0.275062
0.296	-2.22102	0.296	0.242491	0.296	0.127014	0.296	-0.358911	0.296	-0.41155	0.296	-0.381611	0.296	-0.78759	0.296	-0.41155	0.296	-0.807988	0.296	0.0612152	0.296	-1.51697	0.296	-1.3278	0.296	-2.17298	0.296	2.85865	0.296	-1.64396	0.296	3.37188	0.296	-0.999462	0.296	-1.01065	0.296	-1.01756	0.296	0.225383	0.296	0.262889
0.297	-2.1312	0.297	0.185904	0.297	0.187878	0.297	-0.384572	0.297	-0.328314	0.297	-0.366806	0.297	-0.668823	0.297	-0.21514	0.297	-0.641188	0.297	0.245781	0.297	-1.34129	0.297	-0.917214	0.297	-1.96966	0.297	2.55203	0.297	-0.772127	0.297	3.91736	0.297	-0.84648	0.297	-0.900435	0.297	-0.648754	0.297	0.360929	0.297	0.242162
0.298	-1.52783	0.298	0.15136	0.298	0.267166	0.298	-0.42438	0.298	-0.492153	0.298	-0.260541	0.298	-0.626054	0.298	-0.0674216	0.298	-0.3951	0.298	0.509635	0.298	-1.24259	0.298	-0.721791	0.298	-1.66008	0.298	2.17862	0.298	-0.0703825	0.298	4.24536	0.298	-0.362858	0.298	-0.891881	0.298	-0.83332	0.298	0.372115	0.298	0.213211
0.299	-0.55861	0.299	0.12833	0.299	0.21683	0.299	-0.412208	0.299	-0.4507	0.299	-0.190136	0.299	-0.552688	0.299	0.0914827	0.299	-0.221062	0.299	0.774804	0.299	-1.00604	0.299	-0.437211	0.299	-1.34918	0.299	1.74106	0.299	0.6715	0.299	4.69082	0.299	-0.287848	0.299	-0.724423	0.299	-0.444778	0.299	0.768882	0.299	0.177679
0.3	0.528716	0.3	0.117144	0.3	0.261244	0.3	-0.271069	0.3	-0.529659	0.3	-0.0572228	0.3	-0.470111	0.3	0.292169	0.3	0.0460815	0.3	1.00247	0.3	-0.828056	0.3	-0.0536038	0.3	-0.917214	0.3	1.20579	0.3	1.47589	0.3	4.82571	0.3	-0.0516299	0.3	-0.255935	0.3	-0.132891	0.3	0.820863	0.3	0.136226
0.301	1.45944	0.301	0.127672	0.301	0.380998	0.301	-0.343119	0.301	-0.478664	0.301	0.017459	0.301	-0.366477	0.301	0.411923	0.301	0.288879	0.301	1.07879	0.301	-0.573086	0.301	0.172415	0.301	-0.44412	0.301	0.711308	0.301	2.0717	0.301	4.84084	0.301	0.248742	0.301	-0.298047	0.301	-0.260541	0.301	0.715914	0.301	0.0908247
0.302	1.99011	0.302	0.0342377	0.302	0.320463	0.302	-0.325353	0.302	-0.419774	0.302	0.172744	0.302	-0.26745	0.302	0.49483	0.302	0.450416	0.302	1.27718	0.302	-0.241131	0.302	0.576749	0.302	-0.0799234	0.302	0.0779939	0.302	2.74318	0.302	4.55462	0.302	0.654063	0.302	-0.112165	0.302	-0.0230074	0.302	0.867581	0.302	0.0434495
0.303	1.99439	0.303	-0.0177434	0.303	0.321779	0.303	-0.240144	0.303	-0.428328	0.303	0.310593	0.303	0.00495716	0.303	0.639587	0.303	0.551088	0.303	1.31732	0.303	0.0368696	0.303	0.810336	0.303	0.355994	0.303	-0.425038	0.303	3.23634	0.303	4.1289	0.303	0.76625	0.303	0.0816129	0.303	0.453048	0.303	0.973517	0.303	-0.00491267
0.304	1.47425	0.304	-0.0878192	0.304	0.344479	0.304	-0.193426	0.304	-0.363845	0.304	0.261244	0.304	0.0687821	0.304	0.871857	0.304	0.790267	0.304	1.38377	0.304	0.289866	0.304	1.15545	0.304	0.724139	0.304	-0.945178	0.304	3.62225	0.304	3.56533	0.304	1.03438	0.304	0.371128	0.304	0.378037	0.304	0.670842	0.304	-0.0522879
0.305	0.56688	0.305	-0.139471	0.305	0.32145	0.305	-0.163817	0.305	-0.302653	0.305	0.375734	0.305	0.165177	0.305	0.882056	0.305	1.01892	0.305	1.34067	0.305	0.498449	0.305	1.31107	0.305	1.29165	0.305	-1.41597	0.305	3.86932	0.305	3.11955	0.305	1.20809	0.305	0.480025	0.305	0.512925	0.305	0.867252	0.305	-0.0973601
0.306	-0.494456	0.306	-0.0364961	0.306	0.279667	0.306	-0.155921	0.306	-0.252316	0.306	0.459298	0.306	0.364548	0.306	0.968253	0.306	1.06991	0.306	1.34824	0.306	0.869555	0.306	1.56406	0.306	1.51175	0.306	-1.98118	0.306	4.11146	0.306	2.44379	0.306	1.27817	0.306	0.921207	0.306	0.863633	0.306	0.705715	0.306	-0.137168
0.307	-1.44459	0.307	-0.185202	0.307	0.246768	0.307	-0.0568938	0.307	-0.200993	0.307	0.578065	0.307	0.408304	0.307	0.993585	0.307	1.22816	0.307	1.25415	0.307	1.06202	0.307	1.67033	0.307	1.78942	0.307	-2.39571	0.307	4.07626	0.307	1.52557	0.307	1.53215	0.307	0.973517	0.307	0.816257	0.307	0.428373	0.307	-0.171713
0.308	-2.04073	0.308	-0.206915	0.308	0.26256	0.308	0.0414755	0.308	-0.121706	0.308	0.57313	0.308	0.480354	0.308	1.03274	0.308	1.25547	0.308	1.14788	0.308	1.1571	0.308	1.79403	0.308	2.14145	0.308	-2.72372	0.308	3.78181	0.308	0.542863	0.308	1.55946	0.308	0.822837	0.308	0.901796	0.308	0.321779	0.308	-0.200993
0.309	-2.14304	0.309	-0.228629	0.309	0.160243	0.309	0.0365406	0.309	0.0026542	0.309	0.55043	0.309	0.588593	0.309	0.937656	0.309	1.27619	0.309	1.04622	0.309	1.37851	0.309	1.72527	0.309	2.34115	0.309	-2.87209	0.309	3.56303	0.309	-0.347725	0.309	1.37193	0.309	1.17947	0.309	1.10248	0.309	0.364877	0.309	-0.220404
0.31	-1.72127	0.31	-0.310877	0.31	0.162216	0.31	0.163861	0.31	0.0194329	0.31	0.636297	0.31	0.729403	0.31	0.84159	0.31	1.19427	0.31	0.802769	0.31	1.55189	0.31	1.74731	0.31	2.3724	0.31	-3.0083	0.31	3.22746	0.31	-1.07645	0.31	1.35943	0.31	1.30909	0.31	0.891926	0.31	-0.0286003	0.31	-0.231261
0.311	-0.887275	0.311	-0.326011	0.311	0.116486	0.311	0.200051	0.311	0.116815	0.311	0.562274	0.311	0.775133	0.311	0.856395	0.311	1.11992	0.311	0.535625	0.311	1.55189	0.311	1.66112	0.311	2.37306	0.311	-2.95993	0.311	2.55664	0.311	-1.91308	0.311	1.46306	0.311	0.97253	0.311	0.757696	0.311	-0.132891	0.311	-0.233893
0.312	0.145767	0.312	-0.310877	0.312	0.0362116	0.312	0.216172	0.312	0.263876	0.312	0.562932	0.312	0.755722	0.312	0.711966	0.312	1.03043	0.312	0.325069	0.312	1.50188	0.312	1.46701	0.312	2.42669	0.312	-3.04876	0.312	1.91378	0.312	-2.86486	0.312	1.10544	0.312	1.03635	0.312	1.05445	0.312	-0.191781	0.312	-0.227971
0.313	1.1163	0.313	-0.274359	0.313	-0.044063	0.313	0.238543	0.313	0.305	0.313	0.525097	0.313	0.774804	0.313	0.582342	0.313	0.896532	0.313	0.0605572	0.313	1.57031	0.313	1.36074	0.313	2.18586	0.313	-2.81584	0.313	1.30909	0.313	-3.76037	0.313	0.934695	0.313	1.09228	0.313	0.773159	0.313	-0.503668	0.313	-0.21185
0.314	1.77626	0.314	-0.18882	0.314	-0.0911092	0.314	0.292169	0.314	0.342834	0.314	0.441204	0.314	0.785661	0.314	0.378695	0.314	0.724468	0.314	-0.123022	0.314	1.38706	0.314	1.14558	0.314	1.85391	0.314	-2.551	0.314	0.395145	0.314	-4.17293	0.314	0.750459	0.314	0.700451	0.314	0.448771	0.314	-0.661914	0.314	-0.188163
0.315	1.96807	0.315	-0.26087	0.315	-0.187834	0.315	0.410607	0.315	0.389223	0.315	0.380998	0.315	0.709005	0.315	0.240517	0.315	0.533322	0.315	-0.369109	0.315	1.14788	0.315	0.779081	0.315	1.68974	0.315	-2.12627	0.315	-0.387204	0.315	-4.52133	0.315	0.487592	0.315	0.722494	0.315	0.460943	0.315	-0.570454	0.315	-0.157566
0.316	1.6394	0.316	-0.248368	0.316	-0.19869	0.316	0.372115	0.316	0.466536	0.316	0.343163	0.316	0.631034	0.316	0.0431205	0.316	0.324411	0.316	-0.614868	0.316	1.13637	0.316	0.427057	0.316	1.38871	0.316	-1.78839	0.316	-0.943862	0.316	-4.76774	0.316	0.104971	0.316	0.560629	0.316	0.365206	0.316	-0.899119	0.316	-0.120719
0.317	0.881069	0.317	-0.13322	0.317	-0.212837	0.317	0.356323	0.317	0.418503	0.317	0.187878	0.317	0.619848	0.317	-0.109204	0.317	0.074704	0.317	-0.818186	0.317	0.804414	0.317	0.225054	0.317	0.917588	0.317	-1.31332	0.317	-1.87557	0.317	-4.98751	0.317	-0.041102	0.317	0.189523	0.317	-0.127628	0.317	-0.847796	0.317	-0.0789364
0.318	-0.117758	0.318	-0.151973	0.318	-0.262844	0.318	0.417845	0.318	0.45239	0.318	0.0766779	0.318	0.475748	0.318	-0.277649	0.318	-0.158553	0.318	-1.04289	0.318	0.627415	0.318	-0.151315	0.318	0.485289	0.318	-0.609933	0.318	-2.44374	0.318	-5.10364	0.318	-0.21843	0.318	-0.044063	0.318	-0.0101766	0.318	-0.770811	0.318	-0.0332062
0.319	-1.09882	0.319	-0.0842003	0.319	-0.301008	0.319	0.35402	0.319	0.544837	0.319	-0.0269553	0.319	0.316515	0.319	-0.382927	0.319	-0.218101	0.319	-1.17251	0.319	0.413568	0.319	-0.526369	0.319	0.129317	0.319	-0.187834	0.319	-3.10436	0.319	-4.66707	0.319	-0.724094	0.319	0.0223939	0.319	-0.182899	0.319	-0.87905	0.319	0.013182
0.32	-1.81109	0.32	-0.0805814	0.32	-0.387204	0.32	0.339544	0.32	0.469168	0.32	-0.132233	0.32	0.257625	0.32	-0.626054	0.32	-0.556965	0.32	-1.31201	0.32	0.0605572	0.32	-0.759296	0.32	-0.386546	0.32	0.412581	0.32	-3.55574	0.32	-4.37032	0.32	-0.691853	0.32	-0.443462	0.32	-0.610591	0.32	-0.875102	0.32	0.0608862
0.321	-2.08054	0.321	-0.0305742	0.321	-0.358253	0.321	0.28855	0.321	0.418832	0.321	-0.251987	0.321	0.0806259	0.321	-0.688563	0.321	-0.768179	0.321	-1.39919	0.321	-0.257251	0.321	-1.11823	0.321	-0.840887	0.321	0.896861	0.321	-4.05975	0.321	-3.90381	0.321	-0.960641	0.321	-0.712908	0.321	-0.69942	0.321	-0.562887	0.321	0.106616
0.322	-1.84234	0.322	0.0457525	0.322	-0.368122	0.322	0.23624	0.322	0.368167	0.322	-0.179938	0.322	-0.0555778	0.322	-0.817857	0.322	-0.874773	0.322	-1.36201	0.322	-0.508274	0.322	-1.36958	0.322	-1.08039	0.322	1.61966	0.322	-4.34631	0.322	-3.17707	0.322	-1.18403	0.322	-0.748769	0.322	-0.627041	0.322	-0.598089	0.322	0.148399
0.323	-1.16199	0.323	0.072401	0.323	-0.339829	0.323	0.237556	0.323	0.338557	0.323	-0.366806	0.323	-0.205928	0.323	-0.903067	0.323	-1.05572	0.323	-1.33536	0.323	-0.716198	0.323	-1.50184	0.323	-1.60975	0.323	1.99373	0.323	-4.37657	0.323	-2.39571	0.323	-1.23601	0.323	-0.845822	0.323	-1.05111	0.323	-0.625067	0.323	0.186891
0.324	-0.213824	0.324	0.133265	0.324	-0.298047	0.324	0.179982	0.324	0.313225	0.324	-0.5063	0.324	-0.308903	0.324	-1.00341	0.324	-1.14948	0.324	-1.27187	0.324	-1.02512	0.324	-1.61073	0.324	-1.85978	0.324	2.32174	0.324	-4.23741	0.324	-1.5502	0.324	-1.18501	0.324	-1.15541	0.324	-0.88563	0.324	-0.187176	0.324	0.217817
0.325	0.765921	0.325	0.171099	0.325	-0.328314	0.325	0.101353	0.325	0.259599	0.325	-0.463202	0.325	-0.393126	0.325	-0.923465	0.325	-1.27253	0.325	-1.14751	0.325	-1.19192	0.325	-1.79135	0.325	-2.11343	0.325	2.63856	0.325	-4.10252	0.325	-0.625067	0.325	-1.35609	0.325	-0.950771	0.325	-0.788248	0.325	-0.126312	0.325	0.241504
0.326	1.5282	0.326	0.22966	0.326	-0.281926	0.326	0.00331219	0.326	0.126356	0.326	-0.623093	0.326	-0.547095	0.326	-1.00308	0.326	-1.2064	0.326	-1.08303	0.326	-1.40248	0.326	-1.82622	0.326	-2.16969	0.326	2.94189	0.326	-3.80512	0.326	0.314541	0.326	-1.26167	0.326	-0.976433	0.326	-1.12645	0.326	-0.0259683	0.326	0.258612
0.327	1.8845	0.327	0.248413	0.327	-0.198361	0.327	-0.0513009	0.327	0.0490424	0.327	-0.569467	0.327	-0.584272	0.327	-1.01032	0.327	-1.2416	0.327	-0.856679	0.327	-1.43044	0.327	-1.72785	0.327	-2.39571	0.327	2.94584	0.327	-3.37545	0.327	1.07156	0.327	-1.06691	0.327	-1.2847	0.327	-0.963273	0.327	0.359613	0.327	0.266837
0.328	1.74139	0.328	0.223409	0.328	-0.221391	0.328	-0.0907802	0.328	-0.0483399	0.328	-0.608288	0.328	-0.740215	0.328	-0.811278	0.328	-1.22449	0.328	-0.616842	0.328	-1.56961	0.328	-1.74562	0.328	-2.43058	0.328	3.02611	0.328	-2.80235	0.328	1.93583	0.328	-0.999791	0.328	-0.909647	0.328	-0.623422	0.328	0.386591	0.328	0.26585
0.329	1.1367	0.329	0.295788	0.329	-0.124996	0.329	-0.165462	0.329	-0.142103	0.329	-0.567822	0.329	-0.765876	0.329	-0.74844	0.329	-1.0646	0.329	-0.386217	0.329	-1.57915	0.329	-1.54461	0.329	-2.38124	0.329	2.99881	0.329	-2.1187	0.329	2.66751	0.329	-0.848125	0.329	-0.936295	0.329	-0.806343	0.329	0.409949	0.329	0.256309
0.33	0.225383	0.33	0.298091	0.33	-0.0782784	0.33	-0.173029	0.33	-0.228958	0.33	-0.595457	0.33	-0.777062	0.33	-0.684615	0.33	-0.945507	0.33	-0.136181	0.33	-1.5321	0.33	-1.33964	0.33	-2.18055	0.33	2.79615	0.33	-1.45216	0.33	3.43374	0.33	-0.359569	0.33	-0.91195	0.33	-0.614868	0.33	0.761973	0.33	0.238543
0.331	-0.753375	0.331	0.292827	0.331	-0.0279423	0.331	-0.252974	0.331	-0.304955	0.331	-0.551701	0.331	-0.79746	0.331	-0.600063	0.331	-0.818186	0.331	0.0812839	0.331	-1.43998	0.331	-1.08039	0.331	-1.98447	0.331	2.48393	0.331	-0.642833	0.331	3.89564	0.331	-0.291796	0.331	-0.579666	0.331	-0.114797	0.331	0.871528	0.331	0.21354
0.332	-1.54855	0.332	0.369154	0.332	0.0671371	0.332	-0.357924	0.332	-0.345751	0.332	-0.393784	0.332	-0.69284	0.332	-0.32963	0.332	-0.684286	0.332	0.287892	0.332	-1.26463	0.332	-0.772785	0.332	-1.6716	0.332	2.11217	0.332	0.135568	0.332	4.30524	0.332	-0.0506429	0.332	-0.253632	0.332	-0.269424	0.332	0.767566	0.332	0.18064
0.333	-1.96341	0.333	0.288221	0.333	0.075033	0.333	-0.254948	0.333	-0.366806	0.333	-0.370096	0.333	-0.655663	0.333	-0.234222	0.333	-0.312522	0.333	0.450416	0.333	-1.16593	0.333	-0.540186	0.333	-1.35609	0.333	1.67493	0.333	0.873502	0.333	4.69312	0.333	0.236898	0.333	-0.338513	0.333	-0.0216914	0.333	0.918575	0.333	0.142477
0.334	-1.90321	0.334	0.296117	0.334	0.178337	0.334	-0.335552	0.334	-0.3622	0.334	-0.326011	0.334	-0.586904	0.334	-0.0476819	0.334	-0.219417	0.334	0.814941	0.334	-0.842203	0.334	-0.172042	0.334	-0.940901	0.334	1.13308	0.334	1.64763	0.334	4.89019	0.334	0.639916	0.334	0.124382	0.334	0.387907	0.334	0.916601	0.334	0.100366
0.335	-1.388	0.335	0.244465	0.335	0.211566	0.335	-0.335552	0.335	-0.486889	0.335	-0.217772	0.335	-0.580982	0.335	0.229331	0.335	-0.0595257	0.335	0.97911	0.335	-0.654347	0.335	0.162216	0.335	-0.469453	0.335	0.644193	0.335	2.29246	0.335	4.81847	0.335	0.758683	0.335	0.381656	0.335	0.354678	0.335	0.613597	0.335	0.0556223
0.336	-0.542489	0.336	0.209592	0.336	0.254664	0.336	-0.376347	0.336	-0.486889	0.336	-0.132562	0.336	-0.480967	0.336	0.261902	0.336	0.280654	0.336	1.11268	0.336	-0.448068	0.336	0.483973	0.336	-0.142103	0.336	0.074704	0.336	2.86655	0.336	4.50099	0.336	1.03603	0.336	0.379682	0.336	0.419819	0.336	0.915943	0.336	0.00956309
0.337	0.419161	0.337	0.206631	0.337	0.256967	0.337	-0.343777	0.337	-0.534922	0.337	0.0977336	0.337	-0.37536	0.337	0.486934	0.337	0.390539	0.337	1.3035	0.337	-0.152631	0.337	0.717888	0.337	0.341847	0.337	-0.480638	0.337	3.36103	0.337	3.94664	0.337	1.20315	0.337	0.603398	0.337	0.850473	0.337	0.688279	0.337	-0.0351801
0.338	1.25579	0.338	0.138858	0.338	0.252361	0.338	-0.261199	0.338	-0.489521	0.338	0.0546353	0.338	-0.259883	0.338	0.631363	0.338	0.575762	0.338	1.38246	0.338	0.130962	0.338	1.08406	0.338	0.71394	0.338	-0.999462	0.338	3.66798	0.338	3.45545	0.338	1.26402	0.338	1.1084	0.338	0.812309	0.338	0.396131	0.338	-0.0786074
0.339	1.74994	0.339	0.0681241	0.339	0.396131	0.339	-0.367464	0.339	-0.422077	0.339	0.215185	0.339	0.0480554	0.339	0.738944	0.339	0.845209	0.339	1.40647	0.339	0.477722	0.339	1.29889	0.339	1.2854	0.339	-1.5071	0.339	3.9315	0.339	2.92149	0.339	1.52656	0.339	0.924826	0.339	0.824153	0.339	0.312567	0.339	-0.117758
0.34	1.77528	0.34	0.0490424	0.34	0.336255	0.34	-0.352989	0.34	-0.416485	0.34	0.294472	0.34	0.0375276	0.34	0.805072	0.34	1.08208	0.34	1.41207	0.34	0.657353	0.34	1.44957	0.34	1.50682	0.34	-1.99368	0.34	4.2276	0.34	2.05986	0.34	1.55946	0.34	0.983058	0.34	1.0153	0.34	0.299407	0.34	-0.152631
0.341	1.33146	0.341	-0.0266263	0.341	0.279996	0.341	-0.202967	0.341	-0.34279	0.341	0.376721	0.341	0.165835	0.341	0.885675	0.341	1.06333	0.341	1.36699	0.341	1.0028	0.341	1.64828	0.341	1.78745	0.341	-2.48322	0.341	4.04731	0.341	1.10018	0.341	1.36173	0.341	1.15413	0.341	0.992269	0.341	-0.0828843	0.341	-0.180596
0.342	0.533322	0.342	-0.0555778	0.342	0.376392	0.342	-0.252316	0.342	-0.275017	0.342	0.432979	0.342	0.305987	0.342	1.01135	0.342	1.15545	0.342	1.21631	0.342	1.11301	0.342	1.796	0.342	2.1398	0.342	-2.68753	0.342	3.68871	0.342	0.325398	0.342	1.35745	0.342	1.1413	0.342	0.703083	0.342	-0.0973601	0.342	-0.201651
0.343	-0.40826	0.343	-0.123351	0.343	0.299078	0.343	-0.190794	0.343	-0.277978	0.343	0.458311	0.343	0.398105	0.343	0.971543	0.343	1.2354	0.343	1.11301	0.343	1.25908	0.343	1.73843	0.343	2.33983	0.343	-2.93032	0.343	3.4594	0.343	-0.630002	0.343	1.46898	0.343	0.971543	0.343	1.07189	0.343	-0.263831	0.343	-0.214153
0.344	-1.25575	0.344	-0.132891	0.344	0.254335	0.344	-0.130917	0.344	-0.221391	0.344	0.612939	0.344	0.460943	0.344	0.931734	0.344	1.27619	0.344	1.01069	0.344	1.45418	0.344	1.77001	0.344	2.37339	0.344	-3.07311	0.344	3.05441	0.344	-1.43472	0.344	1.10873	0.344	1.07518	0.344	0.813296	0.344	-0.526698	0.344	-0.219088
0.345	-1.80221	0.345	-0.147367	0.345	0.227028	0.345	-0.0489979	0.345	-0.117429	0.345	0.596489	0.345	0.588593	0.345	0.92022	0.345	1.22026	0.345	0.803427	0.345	1.56242	0.345	1.7608	0.345	2.37635	0.345	-2.95664	0.345	2.39971	0.345	-2.24799	0.345	0.929103	0.345	0.945881	0.345	0.380011	0.345	-0.739228	0.345	-0.215469
0.346	-1.91176	0.346	-0.185531	0.346	0.23624	0.346	0.0816129	0.346	0.0895087	0.346	0.562274	0.346	0.768882	0.346	0.89061	0.346	1.15249	0.346	0.50799	0.346	1.50451	0.346	1.5792	0.346	2.44939	0.346	-2.96915	0.346	1.72033	0.346	-3.08561	0.346	0.747827	0.346	0.607675	0.346	0.46193	0.346	-0.57835	0.346	-0.203296
0.347	-1.56105	0.347	-0.211521	0.347	0.179982	0.347	0.071085	0.347	0.0608862	0.347	0.594515	0.347	0.780726	0.347	0.711637	0.347	1.09623	0.347	0.270456	0.347	1.55255	0.347	1.38048	0.347	2.20725	0.347	-2.7984	0.347	1.00707	0.347	-3.86433	0.347	0.493185	0.347	0.618532	0.347	0.433637	0.347	-0.91524	0.347	-0.18257
0.348	-0.832991	0.348	-0.240144	0.348	0.136226	0.348	0.176034	0.348	0.145109	0.348	0.545824	0.348	0.752103	0.348	0.66163	0.348	0.913969	0.348	0.0625312	0.348	1.50418	0.348	1.19855	0.348	1.87332	0.348	-2.49408	0.348	0.225712	0.348	-4.41178	0.348	0.109906	0.348	0.481012	0.348	-0.0707115	0.348	-0.819502	0.348	-0.155263
0.349	0.0855608	0.349	-0.282255	0.349	0.100695	0.349	0.172086	0.349	0.267166	0.349	0.530361	0.349	0.815928	0.349	0.608333	0.349	0.728745	0.349	-0.165791	0.349	1.3591	0.349	0.866594	0.349	1.69467	0.349	-2.02494	0.349	-0.625067	0.349	-4.66477	0.349	-0.04176	0.349	0.0766779	0.349	0.0302897	0.349	-0.756336	0.349	-0.121048
0.35	0.958054	0.35	-0.30989	0.35	0.0269998	0.35	0.297433	0.35	0.274733	0.35	0.454693	0.35	0.773817	0.35	0.361258	0.35	0.571815	0.35	-0.426354	0.35	1.26599	0.35	0.529045	0.35	1.392	0.35	-1.666	0.35	-1.20508	0.35	-4.88717	0.35	-0.204612	0.35	-0.045379	0.35	-0.0786074	0.35	-0.920833	0.35	-0.0828843
0.351	1.56275	0.351	-0.30364	0.351	-0.0351801	0.351	0.329017	0.351	0.389223	0.351	0.405343	0.351	0.723481	0.351	0.163203	0.351	0.343163	0.351	-0.649083	0.351	1.01004	0.351	0.334939	0.351	0.938643	0.351	-1.21265	0.351	-2.05948	0.351	-4.80624	0.351	-0.715869	0.351	-0.150986	0.351	-0.61421	0.351	-0.890236	0.351	-0.041431
0.352	1.74863	0.352	-0.21514	0.352	-0.102295	0.352	0.280325	0.352	0.395474	0.352	0.30829	0.352	0.60932	0.352	-0.0299162	0.352	0.142477	0.352	-0.922478	0.352	0.726771	0.352	-0.0282713	0.352	0.510293	0.352	-0.515183	0.352	-2.67207	0.352	-4.89539	0.352	-0.695143	0.352	-0.649083	0.352	-0.634937	0.352	-0.577034	0.352	0.0029832
0.353	1.47326	0.353	-0.28061	0.353	-0.179609	0.353	0.412581	0.353	0.441533	0.353	0.223738	0.353	0.625441	0.353	-0.194413	0.353	-0.15296	0.353	-1.06691	0.353	0.445152	0.353	-0.484915	0.353	0.149386	0.353	-0.00260971	0.353	-3.22971	0.353	-4.47823	0.353	-0.958338	0.353	-0.622435	0.353	-0.647109	0.353	-0.664546	0.353	0.0477264
